uri,type,title,description,spatial
https://id.erfgoed.net/aanduidingsobjecten/24370,Aanduidingsobject,Villa Clemenceau,"    Ierspad nr. 5/ Schotspad 8. Villa z.g. ""Clemenceau"" in cottagestijl  van 1923 naar ontwerp van architect J. Wassenhove. Vrij eenvoudig volume  met behouden oorspronkelijke materiaalverhoudingen : bakstenen onderbouw  op gecementeerde plint, bepleisterde bovenbouw met pseudo-vakwerk in  gevelveld.  GEMEENTEARCHIEF KNOKKE-HEIST, Dossier 281.   ",Ierspad 5 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/72353,Aanduidingsobject,Villa Soleil d'Or / Clair de Lune," Ierspad nr. 6-8. Z.g. ""Soleil d'Or / Clair de Lune"". Dubbele villa in cottage- en art-decostijl van 1929 naar ontwerp van architect F. Vervalcke.  Witgeschilderde en deels bepleisterde baksteenbouw op zwart gecementeerde plint. Art-decogetint cf. voegwerk plint, roedeverdeling en balkonleuningen; oorspronkelijke tuinmuur verdwenen.  GEMEENTEARCHIEF KNOKKE-HEIST, Dossier O.W. 1008.",Ierspad 6-8 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/77315,Aanduidingsobject,Villa naar ontwerp van F. Vervalcke," Ierspad nr. 9. Villa in cottagestijl van 1927 naar ontwerp van architect F. Vervalcke. Bepleisterde en gecementeerde baksteenbouw met pseudo-vakwerk doorlopend over de gevelvelden. Art-decogetinte balkonconsoles. GEMEENTEARCHIEF KNOKKE-HEIST, Dossier O.W. 1361.",Ierspad 9 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/64630,Aanduidingsobject,Hoeve," Jonckheerestraat nr. 131. Achteringelegen hoeve met aan de erftoegang Canadapopulieren met klein Mariakapelletje. Verbouwd, in kern 18de-eeuws boerenhuis aansluitend bij het langgestrekte type ten gevolge van de geïncorporeerde wagenschuur met drie doorgangen.  DEVLIEGHER L., De Zwinstreek, in: Kunstpatrimonium van West-Vlaanderen, dl. 4, Tielt-Utrecht, 1970, p. 177.",Jonckheerestraat 131 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/52411,Aanduidingsobject,Grote villa,"Grote villa met klein  ommuurd voortuintje; gebouwd in de jaren 1950 in cottagestijl: witte muren  met pseudo-vakwerk op de verdieping en in de geveltoppen, rode pannen  bedaking; veelzijdige uitbouw aan de kant van het plein.",Jozef Nellenslaan 134-136 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/76937,Aanduidingsobject,Villa Montserrat," Jozef Nellenslaan nr. 150. Villa ""Montserrat"", één van de weinige bewaarde cottages van de jaren 1930 (oudste bebouwing) in de buurt. Mooi uitgewerkte portiek, verzorgd schrijnwerk met kleine indeling.",Jozef Nellenslaan 150 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/49280,Aanduidingsobject,Gekoppelde villa's," Jozef Nellenslaan nrs. 17-19/ Kruindreef. Gekoppelde villa's, nr. 17 z.g. ""Zomerweelde"", gebouwd in 1934. Laatste in de rij van gekoppelde art-decovilla's (Jozef Nellenslaan nrs. 9-11, 13-15 en 17-19); de andere twee duo's zijn zwaar aangetast qua materialen en volumes. Correcte verhouding tussen baksteen en simili. SINT-LUKASARCHIEF BRUSSEL, Inventaris van het bouwkundig erfgoed in de villawijk",Jozef Nellenslaan 17-19 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/27496,Aanduidingsobject,De Grote Keuvelhoeve,"Kalfstraat nr. ?. Z.g. ""De Grote Keuvelhoeve"", de enige hoeve die  in de Keuvelpolder is gebouwd. De site dateert uit de 12de eeuw en  ontleent haar naam aan de vorm van het dak van het toenmalige boerenhuis:  een ""keuvelkap"" of een dak met een wolfseind. In 1255 wordt deze hoeve,  samen met de ""Vaucelleshoeve"" en de ""Kleine Keuvelhoeve"" in Westkapelle,  door Walter van Gistel verkocht aan d",Kalfstraat 42 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/55949,Aanduidingsobject,Burgerhuis Villa Hilda," Kardinaal Mercierstraat nr. 10. Z.g. ""Villa Hilda"", belle époqueburgerhuis met neo-Vlaamse renaissancevormgeving, gebouwd in 1900 (jaartal in rolwerkcartouche op eerste bouwlaag). Begane grond rijk versierd, enkele kleine florale tegelvelden in de gevel. Gevelbrede balkonleuningen vervangen.",Kardinaal Mercierstraat 10 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/28798,Aanduidingsobject,Burgerhuis Villa Philippe," Kerkstraat nr. 35 of 37 (?). Z.g. ""Villa Philippe"" (cf. latei van de deur), burgerhuis in neo-Vlaamse renaissancestijl gebouwd in 1897 (jaartal in fries kroonlijst). Bakstenen gevel met arduinen details, speklagen, hoekneggen, ornamentiek. Bewaarde T-ramen en deur.",Kerkstraat 37 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/24395,Aanduidingsobject,Koningslinde,"     Keuvelhoekstraat z.nr. Centraal in het park een lindeboom, met op  arduinen plaat het opschrift ""Dit is de koningslinde geplant op 15/11/1990  ter ere van Koning Boudewijn"".   ",Keuvelhoekstraat zonder nummer (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/32108,Aanduidingsobject,Beeld Tijl en Nele," Keuvelhoekstraat z.nr. ""Tijl en Nele"", monoliet beeld van carraramarmer van Charles Samuel (1862-1938), als eerbetoon aan schrijver C. De Coster (cf. C. De Costerlaan op hoek van dit parkje). Het bronzen beeld wordt in 1894 ingehuldigd in Elsene; het gemeentebestuur van Knokke kan het originele marmeren beeld verwerven in 1952. LANNOY D., Knokke-Heist. Terugblik, Maldegem, 1998, p. 199.",Keuvelhoekstraat zonder nummer (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/31894,Aanduidingsobject,Hoeve met losstaande bestanddelen,"Hoeve met (deels) losstaande bestanddelen, als site aangeduid op Ferrariskaart (1770-1778).",Knokkestraat 564 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/47557,Aanduidingsobject,Ensemble burgerhuizen,"     Knokkestraat nr. 617-663. Ensemble burgerhuizen, gebouwd na de  Tweede Wereldoorlog, gr.m. gegroepeerd per vijf, met telkens smal straatje  ertussen. Baksteenbouw onder rode zadeldaken, gekenmerkt door pannen  luifel boven erkers op gelijkvloers, gecementeerde omlijsting van vensters  op verdieping.   ",Knokkestraat 617-663 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/22320,Aanduidingsobject,Dorpswoning," Knokkestraat nr. 671. Enkelhuis uit 1906 (cf. gevelsteen), gecementeerde puntgevel, nieuw houtwerk zonder onderverdeling.",Knokkestraat 671 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/83462,Aanduidingsobject,Villa,"     Knokkestraat nr. 674/ Jeugdherbergstraat. Villa van kort na de  Tweede Wereldoorlog, met rond uitgewerkte hoekpartij; recent  witgeschilderde baksteen, hoog rood dak.   ",Knokkestraat 674 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/35195,Aanduidingsobject,Burgerhuis,"Interbellumburgerhuis met invloed van Nieuwe Zakelijkheid: strakke vormgeving, witgeschilderd, rechthoekige muuropeningen, balkons met buisleuningen. Recente invulling van de muuropeningen door PVC.",Knokkestraat 679 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/32210,Aanduidingsobject,Burgerhuis,"     Knokkestraat nr. 681. Art-decogetint gecementeerd burgerhuis (cf.  omlijstingen), vooruitgeschoven gelijkvloers. Vernieuwd  schrijnwerk.   ",Knokkestraat 681 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/72995,Aanduidingsobject,Villa in art-deco en modernistische stijl, Konijnendreef nr. 1. Villa in art-deco- en modernistisch getinte stijl uit het tweede kwart van de 20ste eeuw. Gecementeerde baksteenbouw op onbeschilderde sokkel. Halfronde bow-window op de begane grond waarboven open hoekbalkon. Toepassing van patrijspoortvenster met hekwerk ervoor. Rondbogig voorportaal met dieperliggende inkom.,Konijnendreef 1 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/28999,Aanduidingsobject,Dienstgebouw van de elektriciteitsmaatschappij," Konijnendreef nr. 14. Dienstgebouwtje van de elektriciteitsmaatschappij opgetrokken in landelijke stijl, en aldus geïntegreerd in de omgevende bebouwing. Witgeschilderde baksteenbouw op zwarte plint. Breed overkragende kroonlijst op decoratieve houten consoles. Steunberen op de hoeken. ",Konijnendreef 14 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/27999,Aanduidingsobject,Interbellum appartementsgebouwen," Koningslaan nrs. 92, 123, 186. Bescheiden, modernistisch getinte interbellumappartementsgebouwtjes. Nr. 123, z.g. ""Beloperone"", met geprofileerde zonneluifel en bewaard houtwerk.","Koningslaan 92, 123, 186 (Knokke-Heist)"
https://id.erfgoed.net/aanduidingsobjecten/26132,Aanduidingsobject,Villa in cottagestijl," Koningslaan nr. 49. Witgeschilderde interbellumvilla met rode bedaking, in laag ommuurde tuin. Pittoreske cottagestijl, cf. voordeur onder luifel met houten pijlers, houten erkers.",Koningslaan 49 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/48164,Aanduidingsobject,Villa's Bonne Mère en Bon Père,"    Koningslaan nrs. 63-65. Twee-onder-één-kapvilla, z.g. ""Bonne Mère""  en ""Bon Père"", gebouwd in 1931 n.o.v. architect H. Evers. Bakstenen gevels  met art-decovormgeving; ondergrondse garages, bel-etage met loggia's aan  voorgevel, hoog pannen mansardedak met uitspringende verdieping.  GEMEENTELIJK ARCHIEF KNOKKE-HEIST, Knokke Bouwaanvragen, 1931, nr.  2145.   ",Koningslaan 63-65 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/64035,Aanduidingsobject,Villa's Monique en Manette," Koningslaan nrs. 73-75. Twee-onder-één-kapvilla, z.g. ""Monique"" en ""Manette"", gebouwd in 1938 n.o.v. architect L. Van Maercke. Bakstenen gevels met modernistische vormgeving. Halfondergrondse garages, schilddak met groene, geglazuurde dakpannen. GEMEENTELIJK ARCHIEF KNOKKE-HEIST, Knokke Bouwaanvragen, 1938, nr. 3669.",Koningslaan 73-75 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/46516,Aanduidingsobject,Drie interbellum appartementsgebouwen," Koningslaan nrs. 78-80-82, nr. 198. Drie kleine interbellumappartementsgebouwen van drie bouwlagen, bakstenen gevels met gecementeerde details in met art-decovormgeving. Nr. 78, z.g. ""Les fruits"", met verticaliserende centrale pilaster in siermetselwerk, bewaard houtwerk. Nr. 80, z.g. ""Duinzicht"", gebouwd in 1929 n.o.v. architect J. Heens ? (moeilijk leesbaar op de bouwplannen), met kenmerkende ",Koningslaan 78-82 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/47313,Aanduidingsobject,Interbellum appartementsgebouw," Koningslaan nr. 86/ Nestor de Tièrestraat. Interbellumappartementsgebouw met art-decovormgeving. Gecementeerde onderbouw, verdiepingen in baksteen en geaccentueerd door veelzijdige hoekerkers, tweezijdige erker in zijstraat, doorgang achterliggende garages, puntgevel boven deurtravee.",Koningslaan 86 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/30351,Aanduidingsobject,Handels- en appartementsgebouw uit het interbellum,Handels- en  appartementsgebouw uit het interbellum.,Koningslaan 93A (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/24753,Aanduidingsobject,Appartementsgebouw Liliado," Koningslaan nr. 95. Z.g. ""Liliado"", modernistisch appartementsgebouw van 1937 n.o.v. architect M. Collet (Brussel). Onderbouw met zwarte geglazuurde tegels, brede centrale erker met afgeronde hoekbalkons, voorzien van buisleuningen, smalle zonneluifel, rondbogige vensterdeuren en zijvensters. GEMEENTELIJK ARCHIEF KNOKKE-HEIST, Knokke Bouwaanvragen, 1937, nr. 3490. ",Koningslaan 95 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/12325,Aanduidingsobject,Hoeve 't Boerenhof,Het geheel van oorspronkelijke gebouwen behorend tot de hoeve 't Boerenhof is beschermd als monument.,Koudekerkelaan 30 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/31584,Aanduidingsobject,Hoeve 't Boerenhof,"De huidige bestanddelen gaan grotendeels terug op de 18de eeuw. Lage, witgekalkte baksteenbouw boven gepekte plint; zadel- en schilddaken (Vlaamse pannen, deels strodak bij de schuur). Begroend erf, laag muurtje voor het huis, bakstenen hondenhok.",Koudekerkelaan 30 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/69344,Aanduidingsobject,Drie boerenarbeiderswoningen," Kragendijk nrs. 223-231. Samenstel van kleine lage boerenarbeidershuizen van twee traveeën onder pannen zadeldak (nok // straat); gecementeerde lijstgevels.  Twee per twee in spiegelbeeld, met tussenin een lager deurtje naar de tuin. ",Kragendijk 223-231 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/31097,Aanduidingsobject,'t Hof ter Calverkeete,""" 't Hof ter Calverkeete"". Historische hoeve die in kern zou terug gaan op de 12de eeuw.",Kragendijk 42 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/48095,Aanduidingsobject,Hedendaagse villa," Krekelpad nr. 1/ Van Hoenackerpad. Hedendaagse villa en strakke vormgeving, met als enige toegeving de tentvormige bedaking. Ruim zonneterras in zijgevel.",Krekelpad 1 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/29974,Aanduidingsobject,Villa Les Paquerettes," Krekelpad nr. 3/ Van Hoenackerpad. Z.g. ""les Paquerettes"", cottagevilla gebouwd in 1933 n.o.v. architecten R. en R. Théry. Goed bewaard.  SINT-LUKASRACHIEF BRUSSEL, Inventaris van het bouwkundig erfgoed in de villawijk Duinbergen te Knokke-Heist, deel III, in opdracht van WITAB, mei-juni 1996. GEMEENTELIJK ARCHIEF KNOKKE-HEIST, Bouwdossiers, Duinbergen, nr. K-H O.W. 102/1933.",Krekelpad 3 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/58510,Aanduidingsobject,Villa 't Verlof," Krekelpad nr. 6/ Meeuwendreef. Z.g. ""'t Verlof"", villa gebouwd in de jaren 1920 in een combinatie van art deco en modernisme; gaaf bewaard. Kleine verzorgde tuin met mooie omheining. SINT-LUKASARCHIEF BRUSSEL, Inventaris van het bouwkundig erfgoed in de villawijk Duinbergen te Knokke-Heist, deel III, in opdracht van WITAB, mei-juni 1996.",Krekelpad 6 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/24797,Aanduidingsobject,Gekoppelde villa," Krokussenpad nr. 1/ Duinendreef nr. 17. Gekoppelde villa n.o.v. J. Smekens (Ixelles) van 1912, cf. Duinendreef nr. 17. SINT-LUKASARCHIEF BRUSSEL, Inventaris van het bouwkundig erfgoed in de villawijk Duinbergen te Knokke-Heist, deel III, in opdracht van WITAB, mei-juni 1996.",Krokussenpad 1 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/39559,Aanduidingsobject,Villa Le Chalet," Krokussenpad nr. 2. Z.g. ""Le Chalet"", villa van begin 20ste eeuw in cottagestijl n.o.v. Ad. Pirenne. Hedendaagse verbouwing tot appartementen; tuin is volledig geasfalteerd. SINT-LUKASARCHIEF BRUSSEL, Inventaris van het bouwkundig erfgoed in de villawijk Duinbergen te Knokke-Heist, deel III, in opdracht van WITAB, mei-juni 1996.",Krokussenpad 2 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/21539,Aanduidingsobject,Villa Fleurs de Rêve," Krokussenpad nr. 3. Z.g. ""Fleurs de Rêve"", villa gebouwd begin 20ste eeuw n.o.v. Ad. Pirenne in cottagestijl, cf. decoratief vakwerk in zijgevels. Vakwerk voorgevel vervangen door P.V.C. SINT-LUKASARCHIEF BRUSSEL, Inventaris van het bouwkundig erfgoed in de villawijk Duinbergen te Knokke-Heist, deel III, in opdracht van WITAB, mei-juni 1996.",Krokussenpad 3 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/28604,Aanduidingsobject,Villa Sunny Home," Kruindreef nr. 6/ Bergdreef. Z.g. ""Sunny Home"", modernistische villa van 1936. Bakstenen muren, plat dak met sterk overkragende kroonlijst, ijzeren reling op gebogen terrasmuur verwijderd.  SINT-LUKASARCHIEF BRUSSEL, Inventaris van het bouwkundig erfgoed in de villawijk Duinbergen te Knokke-Heist, deel III, in opdracht van WITAB, mei-juni 1996. GEMEENTELIJK ARCHIEF KNOKKE-HEIST, Bouwdossiers, Du",Kruindreef 6 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/12465,Aanduidingsobject,Landhuis met tuin: landhuis,"Het voormalige landhuis, later Zeevisserijschool De Golfbreker, is beschermd als monument. De onmiddellijke omgeving is beschermd als dorpsgezicht, het monument maakt geen deel uit van het dorpsgezicht.",Kursaalstraat 55 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/12468,Aanduidingsobject,Landhuis met tuin,De bescherming omvat het reeds als monument beschermde landhuis met de tuin.,Kursaalstraat 55 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/37740,Aanduidingsobject,Landhuis,"In 1919-1921 gebouwd naar ontwerp van architect R. Neirynck als privé-woning van Gustaaf De Jonghe, aannemer van bouw- en waterwerken. Sinds 1947 zeevisserijschool ""de Golfbreker"", vanaf 1983 ""Visserijschool van de Vlaamse Gemeenschap"", vanaf 1995 ""Provinciaal Maritiem Instituut"". De ""Golfbreker"" is beschermd als monument, de onmiddellijke omgeving als dorpsgezicht bij M.B. van 18/10/1995.",Kursaalstraat 55 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/42928,Aanduidingsobject,Gekoppelde villa Les Buissons / Les Peupliers," Kustlaan nr. 106-108/ Eugène Ysayelaan. Z.g. ""Les Buissons / Les Peupliers"", gekoppelde villa in cottagestijl uit het eerste kwart van de 20ste eeuw. Witgeschilderde en deels bepleisterde baksteenbouw op grijsgeschilderde en deels gecementeerde plint; pseudo-vakwerk in de gevelvelden. Kroonlijsten of decoratieve afgeronde consoles. Nr. 108 met sterk in- en uitspringende gevelpartijen.",Kustlaan 106-108 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/47926,Aanduidingsobject,Meergezinswoning in cottagestijl, Kustlaan nr. 110-114. Driewoonst in cottagestijl uit het tweede kwart van de 20ste eeuw. Witgeschilderde baksteenbouw op zwarte plint met pseudo-vakwerk in gevelvelden. Bakstenen tuinmuur met houten balken tussen de pijlers waarachter haag. ,Kustlaan 110-114 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/74914,Aanduidingsobject,Villa Les Némésias," Kustlaan nr. 150. Z.g. ""Les Némésias"", villa in cottagestijl uit het tweede kwart van de 20ste eeuw naar ontwerp van architect G. Taelemans. Witgeschilderde en deels bepleisterde baksteenbouw op zwarte plint. Mansardedak rechts verdwenen voor aansluiting met later gebouwde garage. Resterende sporen van verdwenen vakwerk.",Kustlaan 150 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/65756,Aanduidingsobject,Villa Cemana en La Sauvagine," Kustlaan nr. 154-156. Z.g. ""Cemana / La Sauvagine"", gekoppelde villa in cottagestijl uit het tweede kwart van de 20ste eeuw naar ontwerp van architect M. Driesmans. Witgeschilderde baksteenbouw met pseudo-vakwerk in de gevelvelden. Pittoresk dakenspel. ",Kustlaan 154-156 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/51051,Aanduidingsobject,Handels- en appartementsgebouw in art-decostijl, Kustlaan nr. 215. Handels- en appartementsgebouw in art-decostijl uit het interbellum. Witgeschilderde en deels gecementeerde baksteenbouw op natuurstenen plint gevat tussen verticaliserende lisenen. Linkertravee tussen lisenen doorgetrokken tot boven de kroonlijst onder driehoekige frontonbekroning. Licht gebogen doorlopende driezijdige erker op de bovenverdieping. Begane grond verbouwd tot win,Kustlaan 215 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/22239,Aanduidingsobject,Hotel Pauwels,"Multifunctioneel complex bestaande uit een hotel en appartementen, ontworpen door de architect Marc Dessauvage. De bouw in samenwerking met ingenieur Jef Allewaert, het studiebureel Buro Roland De Brock, en binnenhuisontwerper Fred Sandra, kwam tot stand in 1977-1983.",Kustlaan 353-355 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/69138,Aanduidingsobject,Villa 't  Lammeke Gods," Lammekenslaan nr. 20. Z.g. ""'t Lammeke Gods"", grote in ruime tuin gelegen villa in cottage- en landelijke stijl uit ca. het midden van de 20ste eeuw naar ontwerp van architect A. Dugardyn en uitgevoerd door aannemer G. Mergaert-L. Degroote (Knokke). Witgeschilderde baksteenbouw op zwarte plint. Natuurstenen bas-reliëf met voorstelling van lam boven trappartij.",Lammekenslaan 20 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/22386,Aanduidingsobject,Art-decovilla Le Castel," Laurierstraat nr. 3. Z.g. ""Le Castel"", art-decovilla n.o.v. architect E. Beckers (Brussel) van 1933. Villa in rode baksteen onder hoge bedaking met zwarte pannen. Uitgewerkt volumespel: torenvormige uitbouw, loggia met sigaarvormige zuil, terras, portiek onder brede rondboog; tegeltableau met ruiter in tableau. GEMEENTELIJK ARCHIEF KNOKKE-HEIST, Bouwaanvragen, Heist, 1933/79.",Laurierstraat 3 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/64466,Aanduidingsobject,Villa in cottagestijl, Leeuwerikendreef nr. 10. Villa deel uitmakend van oudste bebouwing; gebouwd in interbellum in cottagestijl. Perceel hoger gelegen dan straatniveau.,Leeuwerikenlaan 10 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/25882,Aanduidingsobject,Dubbele villa in art-decostijl," Elisabetlaan nr. 245/ Leeuwerikenlaan nr. 28. Dubbele villa in art-decostijl, nr. 28 z.g. ""Frais Minois"" gebouwd in 1933.  SINT-LUKASARCHIEF BRUSSEL, Inventaris van het bouwkundig erfgoed in de villawijk Duinbergen te Knokke-Heist, deel II, in opdracht van WITAB, mei-juni 1996.  GEMEENTELIJK ARCHIEF KNOKKE-HEIST, Bouwdossiers, Duinbergen, nr. K-H O.W. 7/1933.",Leeuwerikenlaan 28 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/29279,Aanduidingsobject,Appartementsgebouw,"     Leopoldlaan nr. 53. Art-decogetint appartementsgebouw van vier  bouwlagen; bakstenen lijstgevel met bow-window op de hoge bel-etage, hoge  trap naar voordeur.   ",Leopoldlaan 53 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/31291,Aanduidingsobject,Appartementsgebouw Joli Nid," Nr. 73-75. ""Joli Nid"", breed appartementsgebouw gebouwd in 1936 n.o.v. architect G. Peters (Knokke), getypeerd door zonneluifel, gevelbrede halfronde balkons en ronde erkers. Het zadeldak is niet uitgevoerd (nu plat dak).  Bakstenen parement, deels bewaard houtwerk. GEMEENTELIJK ARCHIEF KNOKKE-HEIST, Knokke Bouwaanvragen, 1936, nr. 3148.",Leopoldlaan 73-75 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/27671,Aanduidingsobject,Appartementsgebouwen,"    Lippenslaan nr. 102-104. Classicerende, brede appartementsgebouwen  van drie bouwlagen, gebouwd in 1925-1926 n.o.v. architect J. Heens ?  (moeilijk leesbaar op de bouwplannen). Gevels met witte geglazuurde  baksteen, gecementeerde erkers en balkons. Nr. 102 lijstgevel met houten  kroonlijst op modillons, nr. 104 met afgeronde lijstgevel.  GEMEENTELIJK ARCHIEF KNOKKE-HEIST, Knokke Bouwaanvrage",Lippenslaan 102-104 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/29169,Aanduidingsobject,Burgerhuis,Art-nouveauburgerwoning gebouwd kort na de Eerste Wereldoorlog.,Lippenslaan 110 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/25285,Aanduidingsobject,Burgerhuis,"     Lippenslaan nr. 112. Burgerwoning van kort na de Eerste  Wereldoorlog. Gevelparement van geglazuurde baksteen, gecementeerde  halfronde erker op bel-etage, neoclassicistische ornamenten in  cementering. Begane grond verbouwd.   ",Lippenslaan 112 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/68440,Aanduidingsobject,Appartementsgebouw," Lippenslaan nr. 120. Appartementsgebouw van drie en een halve bouwlaag met uitgesproken art-decovormgeving: cementering met geometrische patronen, doorlopende erker, indianenmasker in geveltop. Nr. 118 in dezelfde stijl, maar veel soberder.",Lippenslaan 120 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/44586,Aanduidingsobject,Modernistisch appartementsgebouw," Lippenslaan nr. 179. Modernistische appartementsgebouw met uitgesproken vormgeving van de gecementeerde gevel: breed, verticaliserend centraal traplicht, horizontale vensterregisters op tweede bouwlaag, afgerond gedeelte aan overluifelde hoekbalkons op bovenverdieping. Verbouwde begane grond.  Ontwerp van architect Steylaers (moeilijk leesbaar op bouwaanvraag) van 1929. GEMEENTELIJK ARCHIEF KNOK",Lippenslaan 177 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/61475,Aanduidingsobject,Appartementsgebouw,     Lippenslaan nrs. 188-194. Appartementsgebouw van 1929 van vijf  brede traveeën en drie bouwlagen met modernistische vormgeving:  witgeschilderde strak gecementeerde gevel met gevelbrede balkons en  luifels.   ,Lippenslaan 188-194 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/24368,Aanduidingsobject,Appartementsgebouw," Lippenslaan nr. 213. Art-decogetint appartementsgebouw met opvallende combinatie van erker, loggia en balkon op de ver vooruit gebouwde verdiepingen.",Lippenslaan 213 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/68691,Aanduidingsobject,Appartementsgebouw,"     Lippenslaan nrs. 215-217. Appartementsgebouw van vier bouwlagen met  op begane grond winkels. Sobere art-decovormgeving van de rode bakstenen  gevel, gekenmerkt door gevelbrede witgeschilderde gecementeerde balkons,  in combinatie met horizontaliserende vensterregisters. Deels bewaarde  invulling van de rechthoekige muuropeningen met bovenlichten in  glas-in-lood en horizontale indeling.   ",Lippenslaan 215-217 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/55384,Aanduidingsobject,Appartementsgebouw,"     Lippenslaan nr. 23. Appartementsgebouw in eenvoudige baksteenstijl,  eerste kwart 20ste eeuw. Eerste postgebouw van Knokke in de Lippenslaan.  Vroeger met rond frontonnetje in het midden. Gebouw van 1893, in 1912 met  twee verdiepingen uitgebreid.   ",Lippenslaan 23 (Knokke-Heist)
https://id.erfgoed.net/aanduidingsobjecten/27990,Aanduidingsobject,Kleine appartementsgebouwen met winkels," Lippenslaan nrs. 265-267, 277. Kleinere appartementsgebouwen met winkels op begane grond van begin 20ste eeuw. Belle époquevormgeving: parement met witte geglazuurde baksteen, kleuren voor de details, verticaal geritmeerd door pilasters, gevels voorzien van fraaie balkons en houten erkers; nrs. 265 en 277 onder houten kroonlijsten op klossen. Nr. 267 thans afgebroken.","Lippenslaan 265-267, 277 (Knokke-Heist)"
https://id.erfgoed.net/aanduidingsobjecten/66466,Aanduidingsobject,Belle-époque burgerhuizen,"     Lippenslaan nr. 287. Belle époqueburgerhuis met  neo-Vlaamse-renaissance-inslag. Getrapt zoldervenster, loggia op  bovenverdieping. Benedenverdieping verbouwd, PVC in muuropeningen. Nr. 297  in dezelfde stijl. Nr. 325 zelfde smalle opbouw als nr. 287, maar volledig  grijs geschilderd.   ","Lippenslaan 287, 297 (Knokke-Heist)"
